Time         Position     density      velocity     Temperature  Pressure     species1     species2    
0.06         0.55         1.00         0.79         273.00       143.43       1.00         0.00        
0.06         0.57         1.00         0.79         273.00       141.46       1.00         0.00        
0.06         0.59         1.00         0.79         273.00       139.49       1.00         0.00        
0.06         0.61         1.00         0.79         273.00       137.51       1.00         0.00        
0.06         0.63         1.00         0.79         273.00       135.54       1.00         0.00        
0.06         0.65         1.00         0.79         273.00       133.56       1.00         0.00        
0.06         0.67         1.00         0.79         273.00       131.59       1.00         0.00        
0.06         0.69         1.00         0.79         273.00       129.61       1.00         0.00        
0.06         0.71         1.00         0.79         273.00       127.64       1.00         0.00        
0.06         0.73         1.00         0.79         273.00       125.67       1.00         0.00        
0.06         0.75         1.00         0.79         273.00       123.69       1.00         0.00        
0.06         0.77         1.00         0.79         273.00       121.72       1.00         0.00        
0.06         0.79         1.00         0.79         273.00       119.74       1.00         0.00        
0.06         0.81         1.00         0.79         273.00       117.77       1.00         0.00        
0.06         0.83         1.00         0.79         273.00       115.79       1.00         0.00        
0.06         0.85         1.00         0.79         273.00       113.82       1.00         0.00        
0.06         0.87         1.00         0.79         273.00       111.85       1.00         0.00        
0.06         0.89         1.00         0.79         273.00       109.87       1.00         0.00        
0.06         0.91         1.00         0.79         273.00       107.90       1.00         0.00        
0.06         0.93         1.00         0.79         273.00       105.92       1.00         0.00        
0.06         0.95         1.00         0.79         273.00       103.95       1.00         0.00        
0.06         0.97         1.00         0.79         273.00       101.97       1.00         0.00        
0.06         0.99         1.00         0.79         273.00       100.00       1.00         0.00        
0.06         1.00         1.00         0.79         273.00       100.00       1.00         0.00        

0.07         0.00         0.79         0.10         373.00       100.00       0.70         0.30        
0.07         0.01         0.80         1.00         368.36       197.89       0.71         0.29        
0.07         0.03         0.83         0.96         355.51       195.51       0.75         0.25        
0.07         0.05         0.87         0.91         336.49       193.24       0.81         0.19        
0.07         0.07         0.91         0.87         316.68       191.07       0.87         0.13        
0.07         0.09         0.95         0.83         300.33       188.98       0.92         0.08        
0.07         0.11         0.97         0.81         288.82       186.94       0.95         0.05        
0.07         0.13         0.98         0.80         281.60       184.93       0.97         0.03        
0.07         0.15         0.99         0.80         277.44       182.94       0.99         0.01        
0.07         0.17         1.00         0.79         275.19       180.95       0.99         0.01        
0.07         0.19         1.00         0.79         274.04       178.97       1.00         0.00        
0.07         0.21         1.00         0.79         273.48       177.00       1.00         0.00        
0.07         0.23         1.00         0.79         273.22       175.02       1.00         0.00        
0.07         0.25         1.00         0.79         273.09       173.05       1.00         0.00        
0.07         0.27         1.00         0.79         273.04       171.07       1.00         0.00        
0.07         0.29         1.00         0.79         273.02       169.10       1.00         0.00        
0.07         0.31         1.00         0.79         273.01       167.13       1.00         0.00        
0.07         0.33         1.00         0.79         273.00       165.15       1.00         0.00        
0.07         0.35         1.00         0.79         273.00       163.18       1.00         0.00        
0.07         0.37         1.00         0.79         273.00       161.20       1.00         0.00        
0.07         0.39         1.00         0.79         273.00       159.23       1.00         0.00        
0.07         0.41         1.00         0.79         273.00       157.25       1.00         0.00        
0.07         0.43         1.00         0.79         273.00       155.28       1.00         0.00        
0.07         0.45         1.00         0.79         273.00       153.31       1.00         0.00        
0.07         0.47         1.00         0.79         273.00       151.33       1.00         0.00        
0.07         0.49         1.00         0.79         273.00       149.36       1.00         0.00        
0.07         0.51         1.00         0.79         273.00       147.38       1.00         0.00        
0.07         0.53         1.00         0.79         273.00       145.41       1.00         0.00        
0.07         0.55         1.00         0.79         273.00       143.43       1.00         0.00        
0.07         0.57         1.00         0.79         273.00       141.46       1.00         0.00        
0.07         0.59         1.00         0.79         273.00       139.49       1.00         0.00        
0.07         0.61         1.00         0.79         273.00       137.51       1.00         0.00        
0.07         0.63         1.00         0.79         273.00       135.54       1.00         0.00        
0.07         0.65         1.00         0.79         273.00       133.56       1.00         0.00        
0.07         0.67         1.00         0.79         273.00       131.59       1.00         0.00        
0.07         0.69         1.00         0.79         273.00       129.61       1.00         0.00        
0.07         0.71         1.00         0.79         273.00       127.64       1.00         0.00        
0.07         0.73         1.00         0.79         273.00       125.67       1.00         0.00        
0.07         0.75         1.00         0.79         273.00       123.69       1.00         0.00        
0.07         0.77         1.00         0.79         273.00       121.72       1.00         0.00        
0.07         0.79         1.00         0.79         273.00       119.74       1.00         0.00        
0.07         0.81         1.00         0.79         273.00       117.77       1.00         0.00        
0.07         0.83         1.00         0.79         273.00       115.79       1.00         0.00        
0.07         0.85         1.00         0.79         273.00       113.82       1.00         0.00        
0.07         0.87         1.00         0.79         273.00       111.85       1.00         0.00        
0.07         0.89         1.00         0.79         273.00       109.87       1.00         0.00        
0.07         0.91         1.00         0.79         273.00       107.90       1.00         0.00        
0.07         0.93         1.00         0.79         273.00       105.92       1.00         0.00        
0.07         0.95         1.00         0.79         273.00       103.95       1.00         0.00        
0.07         0.97         1.00         0.79         273.00       101.97       1.00         0.00        
0.07         0.99         1.00         0.79         273.00       100.00       1.00         0.00        
0.07         1.00         1.00         0.79         273.00       100.00       1.00         0.00        

0.08         0.00         0.79         0.10         373.00       100.00       0.70         0.30        
0.08         0.01         0.80         1.00         369.89       198.09       0.71         0.29        
0.08         0.03         0.82         0.97         360.15       195.69       0.74         0.26        
0.08         0.05         0.86         0.93         343.86       193.37       0.79         0.21        
